text,polarity,emotion
gam tiron bre ing ad exist fenomen mundial poder seri seri histori permis avion estrell islar pasajer sobreviv rescat lidi problem esper falt com falt agu empez pas cos rar ejempl huec paraliz isla camin avion drog barc sigl xi oso pol huec pas pasajer result viv isla put negr ver cach personaj histori genuin ment interes fenomen mundial her eta ching pregunt capitul capitul teor misteri islar crec cos pon verdader interes ped pas ching cos explic qui explic result guionist sab ped met histori cos explic sorprender el form escrib histori maravill misteri crec lleg solt sol facil muert mam pregunt vi,NEU,others
not gan mexic gan democraci libert bienest famili ay favor cre afili part not cualqu gan dictadur social latinoamerican perd libert derech eleg educ progres gan crim organiz dec hab part confi prev person estar desacuerd lopez obrador vot unic opcion algui realment piens opcion punt imag net ris,NEG,others
amig introduj termin chungu traum chung estar dec ley sup chung chung tocin chungu basic gent sent mod mayor mileni ejempl obsesion chung disne adult segu obsesion disne 30 año chungu pus vest tit cos encontr mund chungu gol dar golp guac cinturon chungu obsesion chung apart hel chung dar cambi poquit hel gust ver grafic piez juan chamarr melill chungu capuch larg fot parec sañ chungu realment gin cultur gil bus ques ahorit mund manten siti fre fic etceter chung oir numer tecl memori chungu instaur mascot chung quier gen is vol chung moment lleg vol bur el,NEG,others
cas estaf doctor usar seri inici tendenci geni incomprend light to ment list ser el personaj rodant mamon cler hac fond intencion parezc dram hospital doctor usar seri detectivesc detectiv capitul doctor usar dec cas lug captur asesin captur lupus estructural seri dificil ver el asunt estren 2004 seri epoc consegu transmitir el tel plataform camin capitul aut convuls permit pierd par episodi entiend estar ver entiend usar pel doctor entiend cas trat episodi ventaj seri transmit tel acostumbr lenguaj histori evolucion constant neg seri import convenc doctor usar exist ser el,NEU,others
opinion punibl context 1 muj guap aburr personal 2 hij mal mam pap respons final escogies 3 hombr problem relacionar el muj min mejor situacion 4 muj violent hombr problem violenci general psicolog vistos 5 mayor hombr sufr violenci relacion condicion aguantar el denunciar el 6 muj femin realid victim delin parental 7 hij derech person capac ten deb tener el 8 muj hombr igual relacion tip hombr rest invis 9 exist porcentaj madr solter embaraz ron chantaj reten hombr funcion 10 relacion amor fracas busc algui dar amor das,NEG,others
habl polit estar leer propuest part ros vot 2 juni pregunt millon mañan mexic viv eleccion histor eleccion histori pais contrast vision distint nacion eleccion import relev cubr minut habl candidat candidat historial campañ campañ campañ cubr proyect nacion desmerec seri 50 vide propuest ir credencial lug decir el gent vot opinion influ vot audienci prest fielment ide democraci mexican unic person entend circunst endir razon vot pap tir huec estar ver celul segur proxim hor ver multipl instanci influenci diciendot vot gent direct compr vot gent compart plantill ridicul extra humild opinion instaur ojo agu convert plantill vide defend candidat candidat dec quer respetu ley electoral period electoral prohib tip propagand ojo val opinion vot vot man vot mochil vot claudi vot part vot cruz estrateg hazl vot proyect haganl vot quer anul vot haganl val estar el dec person vot desacredit decision person vot part cost entend nivel ego man alcanz person esfer intelectual cre asum person razon vot facult dictar el vot pens razon val person llev conclusion distint vot ojo mayor person intencion concretiz estas concienci estar dict perdon democrat unic vot val unic vot util vot inform vot razon vot libr secret 2 juni import informart particip ciudadan tare concern vot cre opcion pais oblig derech algui intent compr condicion vot digal ped prueb fotograf vot tach opcion ped vot pon vot quer in vot vot val patrici ped dar vot seguidor ver propuest analiz proyect nacion analiz equip analiz trayectori candidat candidat hab hech reflexion pens gust gobern 6 año lug orient ofrec vot claudi vot social vot man vot nul vot ver vot,NEU,others
gent desacuerd mam pelicul mam pelicul sal tiburon señal chin ten hij mezcl terror cienci ficcion comedi histori herman dueñ ranch alquil caball filmacion hollin result descendient hombr protagon secuenci imag movimient histori tecnic pelicul cin famili lig negoci ranch dec oto padr esmerald llam mor caer ciel moned sospech ciel cerc ranch suert presenci alienigen mat padr esmerald propon captur vide demostr ric proces histori conect rancher actor infantil tel toc testig tragedi set relacion simi sol dec leer tall absolut ame pelicul entend gent gust cienci ficcion tipic cienci ficcion prem premis parec señal to alien ranch histori extraterrestr hab ver terror terror to repentin terror psicolog terror existencial terror imponent dar y pequeñ univers comedi moment verdader pag centr tram siqu ton pelicul jug poquit gener cuent pelicul cinematograf herman watt hereder estrell cin histori quer suert pelicul caser sec ciel altur ranch actor infantil viv lucr tragedi viv niñ set television clar resolv pelicul adiccion espectacul respuest crisis grab escap resolver el trat espectacul dar el sent vid trat tomar el indom cre espectacul espectacul dolor profund dispuest sacrificar el tom contarn jordan pl met racial pelicul histori tip jinet negr estrell cin fals exist registr jordan pl nombr descendient protagon pelicul accion persecu cos insignif ves principi signific ching visual vet caraj pelicul favorit año absolut alegr,NEU,others
pas tranquil pas internet encontr algui opinion impopul proced opinion popul tiemp jesus crist,NEG,others
ver muj cre muj refier pretend engañ socied engañ ver muj nac viv vid jamas ser objet objet hor transicion sentir y comod cuerp feliz cuerp feliz import import person acept person entend muj person viv vid ocup cos involucrar el cos import import muj dec importun paz sentir y satisfech realiz transicion unic deb realiz hor entrar bañ dig muj muj socied entend muj socied ver asimil hombr tristement hombr peluc uña pint maquillaj bañ muj terrorif opinion enfoqu transicion enfoqu social realment social simplement afirm ion hac vid dificil hac dificil,NEU,others
comentari tem tra 2020 2025 opin deb dej 2025 2025 deb tra temat anterior año gust remarc person altern 2020 año hermos libert expresion person pod expresar el muchisim gust vestiment tren dur fot perfil ir seman ojal quis qued año person pod disfrut amen mied juzg habl temat fond año juzg def hermos disfrut verdader gust internet compart person gust 2020 hermos alegr muchisim estar vuelt favor dec par jamas yegu,POS,joy
opinion ped sup punibl ley net consum ubic cancion llam cag hombr cant realid hombr hombr aplic person especific hombr cuer parej just sent parej describ cancion razon pe dej razon tip cancion net veo cant sentimient dec beb regl ley engañart novi ped ley net ped estas estas arruin cancion terribl pas ple ase plir ase ple ase desabr carp ter engañ parej sent ten cinism cant cancion dec mam net muev callat callat callat callat callat favor callat soport net situacion unic sient ven compart enoj enoj opinion super toxic unic molest import decir el esper algui identifiqu gan mam coraj mam ver ley pendej person general pendej ley just hip just sent person cant,NEG,anger
episodi modern famili hij met problem ment papas acus mentir hipocrit involucr mentir parec punt episodi famili interes reun cas discut person famili triunf individual sal admir triunf resolv junt famili dej ment decir el ah acord episodi interpret modern famili mal seri personaj entrañabl moment divert sal amar escen general seri sent cos bonit mam 11 tempor 4 exprim tram capitul aprend leccion capitul volv pagar el llegu tempor encarg ver tempor realment ver famili curios seri habl descar tem famili famili escog seri qui,NEU,anger
amig gust cont quer prob compr compr prob cuent onda,NEU,others
pon resist car resist oler horribl sab product pirat efect oler resist vean product original textur complet vean empaqu total product original original sutil sutil diferent ejempl cost pum metal product pirat practic original ver color fosforescent total product original dejenm comentari,NEG,others
pon biograf cres fras tipic latin sient cutr maestr car prim biograf puest seguidor tit dar crin aport deb pen puest bander pais pais mus fuist mes lleg mes mus poloni franci estas pon cand corazon graci compart especial dej tem convers grup pon año nacimient tip 04 nac 2001 2002 pon model movil pon 13 pro segur cre cuent fotograf estil fot cineast pon mam pap pon moj mam pap perr segur perr viv segur gast ahorr comprar el disfraz ten puest descripcion coment rest opin,NEU,others
piñon impopul madr saint valor uf uf tiemp replic siti ah mir saint opin tiemp industri saint 2006 relev letr hab escuch letr estar unic dig flac popul sincer dejat habl legal cancion cancion hab escuch cancion hab escuch letr cancion dec valor gust met produccion cerc pizz piñ qued pens gust chic pizz piñ basur dijist tamañ mir exclam cel ciel dar el pio opinion impopul daniel ver infravalor infravalor infravalor fern letr vulg segu cancel opinion impopul ros guadalup guau oir controversi eh ley vac lor opinion impopul lech fres venir el chocolat impopul conocedor lech,NEU,others
opinion impopul 1 dec 1 parec person infeliz opin fin privilegi pens mensual gimnasi entren deport vay tien invertir el implement rop deport calid econom mund fin met ten mensual compr numer suplement lleg objet realment import contrat nutrici vist mand diet conform neces objet econom lleg objet mund fin rap ten meter el billet apel razon calid preci alla amig pon 15 pro val pan pon unic razon val pen pon sistem oper rest enviar el celul 50 50 relacion parej pas ocurr san lie accion disne mal ocurr cin comercial disne favor barr atlant muer libr aut ayud serv cre exit levant 5 mañan falt vea psicolog,NEU,others
clar cans situacion cont univers mund jamas inscrir escuel priv pag dar servici calid maestr educ program colm maestr clas gan literal pol clas sab gan reunion gan retras simplement cambi gan pod chin ten falt tien falt suficient falt ten falt pod exam entreg proyect entreg ten pag volv record materi quer cobr llev credencial quer cobr 80 pes falt qui justific falt cobr sub jefatur gan inscripcion siqu avis mer hor da cambi sub preci siqu explic dej proyect final proyect siqu explic jamas explic tien dud sac entreg repru proyect final fall 50 cualif maestr pas tien dud burl humill siqu aclar dud humill prest atencion entend ten explic entiend plar quer cuatrimestr literal ponl cont cos 20 seman cambi val tant cos va entreg cos hic orden satur inform entiend siqu quer ejempl cuatrimestr toc expon ponl ponl 11 clas toc toc expon cambi literal llev present sab suert sab tem llev present trabaj punt gan cambiar el ahorit entreg proyect sal maldit univers entend punt mand mensaj maestr entiend cumpl revel nivel ven tien entreg ven ente mierd entreg jamas met jamas jamas jamas,NEG,anger
banc mexic saqu met diner pod perd ahorit perd 991 millon met diner apart digital garant ten apart tas altis line super baj serv tarjet arriesgar el diner hag met diner experiment hac vide explic reves cos pas salud sorpres,NEU,others
unid ofert mexic rechaz senador acab mexican gat president lopez obrador invit miliari american personal ley cumplimient ven mexic trabaj pod dej cartel señor dej cartel hab sugestion president dej cartel hab sugestion president senador vocal conjunt gobiern import defens usar esfuerz sueld pag 50 año invari aument product 70 violenci racism sen discrimin abus discrimin gener tip cred raz color mar condicion miser bas piramid gent pobr nivel unid problem problem mexic vend drog definit problem estupefacient problem condicion material produc neces toler vid miser gent hij hij mor econom mexic 23 billon dolar econom mexic 1 3 billon dolar hor 18 busc 400 millon año mexic gent amer mexic figur estar com com can viv alban basic senador acab mexican gat econom 23 trill economi rasp 1 4 trill 400 millon depend direct unid carid bond corazon superior moral bond corazon gat estar com com gat tiend campañ atras basurer basic postur amar señor imperi anglo ideolog domin hegemon subit quer especif palabr subit import analisis domini amar esclav nivel permit nivel permit relacion predomin domini unid mexic refut ble quejarn ah hombr gring cuer abus aprovech admit abiert unid amar permit mañan sal senador mexican expon candidat gobernador president admit unid dueñ admit unid dueñ rap arregl problem person desaparecer rap critic fervient imperi anglo pod cas esper estar ver critic normal lug esclav quejar el amar reconoc lug amar banc europe gestion tser encon rotacion sol rebord ko hur camin sent presum bes muert pas ja sap frent ji cuy vid pas sold gan lug bis person despert cabez caball cam ensanch dar entend interes tom decision suger quer analisis pap autoritari pap pos modern despert constru pap autoritari lleg seman web levant visit abuel levant va visit abuel pap pos modern orill cuart cre deb visit abuel piensal har dañ fuer pas subjet enfrentarn tip autoritari preserv libert oblig pod enoj pod jod pap quer abuel abuel histori cocin oblig pod quer pod lleg libert conclusion quer oblig pap pos modern pon orill puert abuel sent trist vas visitar el oblig line logic subvert libert capac pensamient realment ofert rechaz president mexic president mexic acept ofert pais acab ruin culp reclam acept ofert fuist subvert logic adopt logic ped ayud rar cas gent mexic ped intervencion american pais entend implic ge polit econom desarroll subjet lleg dobl man permit invasion american soberan histor mexican intervencion milit unid termin tragedi catastrof miseri grup milit terror situacion material gent peor intervencion milit unid terc deb intervencion milit unid ayudar problem,NEG,anger
digam favor algui complet enganch arter multimillonari divorci encuentr mar encuentr complet pas regal encontr enganch sim odi ah entend,NEU,others
guau guau quer valor mierd opinion quer quer decirtel perfect abaj detall guau decir el honest mierd perr oid jamas cortej,NEU,others
miembr gust cuid cuerp salud import cuid car acompañam revelar el secret cuid piel lav car jabon 3 1 jabon especial rostr cal tir product nivel ilumin 630 vist red funcion textur liger dej grasos ayud tem manch conten dobl ingredient anti manch efect merc ingredient reduc manch existent previ aparicion record rutin lio necesit cuid car nivel padrin,NEU,others
hombr sencill comadr conoc catalog categor contradig opinion catalog categor conoc quer seri import hag segu quer seri quer seri import hag quer seri quer,NEU,others
icon leyend moment,POS,joy
verg sust 19 septiembr sol,NEU,surprise
hombr enamorar el muj muestr cuerp red social sent opinion impopul abro debat vi entrevist hombr heterosexual compart opinion perd bendit vide quer credit encuentr dec muj busc aprob masculin dec hombr termin hacer el dañ muj necesit resolv cos empez entreg relacion quer apoderar el mostr cuerp sentir el ide sub tip conten interes tumb aca tit estudi cos sob fot vien vest bañ sient divin vest bañ divin sient cit tremend cos pong honor nalg tori primerisim plan hui movimient unic inspir sexual efect pens person necesit aprob necesit gust comentari viv ric ric sentir el dificil relacion san desacuerd muj person gener hac tip cos segur dio quer vend cuentam opinion,NEU,others
caball ridicul ayer borr dec muchis punt bar atlet borr public leg met gol real madr campeon presum jug ne mar dec real madr molin peg mang rob cha pin lengu defend bar test dist alto dej cre pod super caball trabaj dur demostr cinism dec vist seman caball anhel atac col dec dol campeon madr rob final campeon dec dec qued caball ver detall exhibicion bar sern 2 6 felic amig llev alegr año bar fot pequeñ caminat bar atlet atlet eh eh rob vergüenz mor sac madr presum falc celebr punt col ridicul caball acostumbr,NEG,others
opinion popul palabr nac paradoj moment convert algui nac piensal definicion nac serv design person civiliz gust vulg mal educ vulg civiliz mal educ racist clasist siqu saber el siqu aceptar el justificar el,NEG,anger
hag cas mental tradicional hombr proporcion pag esperar el hombr jov hombr jov alcanz exit ponl parej edad 20 novi pretend novi pag siqu plat mantener el sent chic pobr capaz trabaj viv padr guard sueld novi novi pas pens,NEU,others
opinion popul novi españ novi españ peor mund dec vay pais vay hombr caballer muj españ vist pais mund hombr proteg prove relacion muj simplement disfrut españ tem polit pis novi españ princes quer cos hac sent estas tont estas tont dec mayor exig sent,NEU,others
dec bloqueador maxim prof confirm aline compart favorit bloqueador ven recomend vide quint qued conocer el cos bell espectacul hermos mejor bloqueador cuerp prob pon bloqueador serv mir quem facil estar pie inedit trigueñ molesti quem facil lug sol quem lleg car emergent sac granit person tendenci angel tendenci gan maravill deb admit bloqueador gust quem encant termin dej dej brill bonit person usad favor confirm bonit dej piel bloqu compr amar octav botell 50 prob chiquit line prob imagin viaj internacional procur coment encontr pais cost ric ejempl salin compart favorit clar oir olvid decir el olor delici pon algui ric huel huel play oler play sintet huel play ay compr huel,POS,joy
trar form apropiar el dolor ajen punt conoc cancion ong punt gust tra convers apropi ion experient dolor pe format concept sac cul dar hil conform extiend ide cancion realid piez top text ruid creador ven carton just pens gust pens unic fenomen principal cancion trar bail sol roch sal monton muj blanc hegemon bail cancion porr evident clas alto clas medi baj cant cancion bail maniqu trat evit vers cancion esenci describ anna articul mencion problem marketing influenci apunt aspir cinism aspir cinism funcion autent conexion pens signific letr ong cancion evident complej relacion famili relacion critic perspect voz poetic narr experient viv norm expect gent letr expon viv hegemon aspect fisic maner viv general person viv convencional encaj estereotip cancion logr poner el nombr experient dolor surg cumpl dich expect cancion volv acept imperfeccion record poquit pon mod barri gent quer lic anhel sanguis compr pac activ mal emple vehicul caus empat imperfeccion mostr debil inclusiv dolor carenci pe format oh mar genuin real ejempl cuestion grup privilegi realment establec nex cancion emple cancion habl experient describ vid evident desenton ferry academ ensay estadounidens libr llam cuerp dolor creacion creacion mund just libr dolor cultur socied constru ident signific experient sufrimient dolor terc capitul dolor imagin ferry afirm exist apropi ion dolor dich apropi ion cab context actor gobiern institu medic grup religi quer enfoc cultur popul relacion tem autor afirm apropi ion dolor cultur popul analiz experient emplear el llam atencion public foment consum sient influenci influenci general quer mostrar el identific cancion form parec relatar el audienci definit encontr alej intencional quer mostr dolor sufrimient acept lug dar sal famili cancion refier pod escuch cancion simplement interes gent viv norm acept evident person lug protagon medi internet estil vid convencional racional mostr resistent tip sistem opresion levit volv chic blanc guap cuerp normat rop marc bail sup dulc quer cuid expresion facial realment sent identific cancion dec muj cintur axil oscur ah diganm pens fenomen castr ver problem import ide reflexion pens sigam disfrut cancion trat ver el himn acept cancion joan gust hazm comentari,NEU,others
nombr cendal model favorit cuerp altur,NEU,others
jur jur trat evit contest pregunt andam filtr ultim andar filtr probabl vid quer cancel opin tem trat resumir el concis opin parec ch vit talent parec ch vit talent graci tem rein volt escen nacional habl muj llen orgull apoy 100 encant ide dec metal gener rock metal sab hombr hombr hombr hombr muj arrepient misogini machism muj pon alto nombr mexic odar simplement opinion trat sup sup objet marketing gent pens marketing contact dec ten talent sient diner contact sup marketing ayud muchisim muchisim dec volv decir el advertent respet respet toc escuch band siqu conoc metal toc increibl increibl decir el virtuos music virtuos siqu conoc mexican pod music toc dirig public ampli diger falt escuch ejecut instrument complej decir el cos oportun escuch band toc progres cos elabor reiter advertenci odi contrari dec principi cos agradec opinion encant band toc entrevist top escuch ten apoy necesit merec ten exponent salud,POS,others
dec reun millon person dar pes ley millon pes pum dios pobrez dej pes pes ley logr mexic pais sal nom quer sal exact ley concuerd imaginat ley person compr botell agu vaci rio pum segu mexic ley dej cantid especi animal volver mexic pusier pil ley mexic potenci mundial disgust escup mam,NEG,others
prob cervez gall guatemal comentari dej decirn prob botell vidri reseñ serv dec cervez original etiquet famos lug gall platic pas unid marc gall registr pon famos import mencion etiquet produc embotell guatemal exact cervez tom guatemal moment salud ramal quer platic nomin premi to ser ayud apoy vot pued vot tien dar el clic enlac perfil vos categor to inspir vas agradec ayud gan premi record pod vot saudit salud guatemal delici sab decir tu tant diferent lat prefer cervez embotell sient enfrir sient textur recomend sirv vas just cervez gall guatemal garant mejor cervez mund 23 cervez prob 23 pais gall ahorit lug guatemal amam cervez joy,POS,others
sent acerc eleccion diseñ explic absolut 50 50 100 import practic odi encariñ sorprendent realment gust,POS,others
recib seccion comentari public declar definit entend industri vide parec liger expres opinion fuert punt vist bas 40 año liderazg equip esper teng opinion escuch entrad escuch resistent abiert equivocar y exist cas reunion diari jef personal amig recurs human habl resum opinion fuert sosten vag dec vide ment deb tom aport regl suert tendras lid escuch aport,NEU,others
cos influenci convenc compr entierr lug gallet cumpl literal call artificial vist vid emple combi nacion apart sent famos promocion gent mient promocion oir ver reseñ niñ niñ prob cumpl cook literal cont comer el oir niñ gust dulc realment mal sac cabez numer 2 cop sta ley entend hidrat simplement taz sta ley adecu pes bot agu perdon supon hech transportar el agu siqu transport agu serv person 50 taz sta ley cocin numer 3 fund fund va compr tien cabell ros ridicul pens pas pel comprar car consider car personal amar articul vain cont mit preci terci preci original car sient desat marc estup vist vid hac distint rop basic rop usarl cas preci elev literal unic distint marc dueñ km asi marc siqu import 50 dolar blus tirit compr 50 pes barc amor centav cuent hach zapat horribl entend zapat fri ver gent combin bit literal dañan  zapat beb unic gust marc sandali horribl bas carreter incomod llev brill fund tien bacil tien carter sient neces brill fund telefon mexic ver nac beb gust opinion ven viril gil angel quer beb fund telefon dar preci logic beb telefon car frent telefon tup mal acot boc abaj caer compr gans oro dios zapat horribl horribl mir compr zapat zapat car amor compr zapat car quer zapat limpi diner zapat apart ver suci ver viej diseñ horribl esper gust dam comentari cos influenci haer compr avis quer ver cao,NEU,others
val vuelv hobby jueg cabron estar gast cas mat,NEG,others
esper pregunt ter pas pon limit hij ter asesin seri sol ver seri pequeñ padr adopt psicopat padr polic entren mat asesin pod captur enseñ dej evident deshacer el cuerp ter trabaj forens departament polic chic herman polic novi ador person chic hij novi tiemp libr mat gent vuel ido person sospech seri histori comenz asesin ret ter especi jueg seri polic copist perspect criminal asom ment psicopat genial record bre ing ad asunt dobl vid hombr famili criminal record jueg tron octav tempor mierd acab anunci noven tempor pretend correg mierd vea,NEU,anger
